focus_rank,focus_bucket,focus_reason_flags,priority_label,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,candidate_entity_id,source_proof_status,identity_verification_status,official_profile_url,photo_candidate_status,action_photo_candidate_status,action_photo_starter_intake_file,source_priority_row_ref,triage_row_ref,candidate_action_row_ref,open_next_file,open_next_row_ref,why_row_matters,next_manual_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
73,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,dijon_fco_women,Dijon FCO Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,dfco.fr,https://www.dfco.fr/effectifs/division-1-feminine/,dijon_fco_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=45,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=16,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=45,Dijon FCO Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
74,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,fc_fleury_91_women,FC Fleury 91 Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,fcfleury91.fr,https://www.fcfleury91.fr/effectif-arkemapl,fc_fleury_91_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=46,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=17,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=46,FC Fleury 91 Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
75,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,fc_nantes_women,FC Nantes Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,fcnantes.com,https://www.fcnantes.com/feminines/20252026/effectifD1F.php,fc_nantes_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=47,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=18,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=47,FC Nantes Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
76,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,le_havre_ac_women,Le Havre AC Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,hac.football,https://hac.football/fr/players?competition=FD1,le_havre_ac_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=48,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=19,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=48,Le Havre AC Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
77,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,mhsc_feminines,MHSC Feminines,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,mhscfoot.com,https://mhscfoot.com/en/effectif/2025-2026/d1-feminines/,mhsc_feminines,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=49,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=20,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=49,MHSC Feminines is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
78,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,ol_lyonnes,OL Lyonnes,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,ol-lyonnes.com,https://www.ol-lyonnes.com/saison-25-26/effectif/,ol_lyonnes,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=50,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=21,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=50,OL Lyonnes is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
79,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,olympique_marseille_women,Olympique Marseille Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,om.fr,https://www.om.fr/en/team/women,olympique_marseille_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=51,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=22,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=51,Olympique Marseille Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
80,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,paris_fc_women,Paris FC Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,parisfc.fr,https://parisfc.fr/pro-femme/joueuses-staff/,paris_fc_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=52,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=23,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=52,Paris FC Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
81,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,paris_saint_germain_women,Paris Saint-Germain Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,psg.fr,https://www.psg.fr/football-feminin/effectif,paris_saint_germain_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=53,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=24,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=53,Paris Saint-Germain Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
82,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,rc_lens_women,RC Lens Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,rclens.fr,https://www.rclens.fr/fr/feminines/joueuses,rc_lens_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=54,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=25,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=54,RC Lens Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
83,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,rc_strasbourg_alsace_women,RC Strasbourg Alsace Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,rcstrasbourgalsace.fr,https://www.rcstrasbourgalsace.fr/equipe-arkema-premiere-ligue-25-26/,rc_strasbourg_alsace_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=55,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=26,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=55,RC Strasbourg Alsace Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
84,3_profile_or_official_page_gap,p1_source_or_roster_row|operator_verify_required,P1,official_page_missing_or_season_rollover_verify,official_source_candidate,nwsl,nwsl,chicago_stars_fc,Chicago Stars FC,,source_domain_change_candidate,add_source_candidate,P1,official_team,high,yes,chicagostars.com,https://chicagostars.com/roster/,chicago_stars_fc,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,verify_official_page_before_photo_review,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=22,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=14,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=36,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=22,team/source row may need an official profile or season-rollover page check; confirm the current official page before future intake.,Open the official source page and verify whether roster/profile URL patterns changed before adding future intake.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
85,3_profile_or_official_page_gap,p1_source_or_roster_row|operator_verify_required,P1,official_page_missing_or_season_rollover_verify,official_source_candidate,nwsl,nwsl,seattle_reign,Seattle Reign,,source_domain_change_candidate,add_source_candidate,P1,official_team,high,yes,www.reignfc.com,https://www.reignfc.com/roster,seattle_reign,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,verify_official_page_before_photo_review,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=28,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=15,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=40,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=28,team/source row may need an official profile or season-rollover page check; confirm the current official page before future intake.,Open the official source page and verify whether roster/profile URL patterns changed before adding future intake.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
86,3_profile_or_official_page_gap,p1_source_or_roster_row|operator_verify_required,P1,official_page_missing_or_season_rollover_verify,official_source_candidate,nwsl,nwsl,utah_royals_fc,Utah Royals FC,,source_domain_change_candidate,add_source_candidate,P1,official_team,high,yes,www.rsl.com,https://www.rsl.com/utahroyals/roster/,utah_royals_fc,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,verify_official_page_before_photo_review,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=29,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=16,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=41,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=29,team/source row may need an official profile or season-rollover page check; confirm the current official page before future intake.,Open the official source page and verify whether roster/profile URL patterns changed before adding future intake.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
87,3_profile_or_official_page_gap,p1_source_or_roster_row|profile_or_official_page_gap|operator_verify_required,P1,official_page_missing_or_season_rollover_verify,official_source_candidate,nwsl,nwsl,washington_spirit,Washington Spirit,Heather Stainbrook; Tamara Paranaguá do Carmo,missing_player_profile_candidate; public_display_alias_review,add_candidate_metadata; add_alias_metadata,P1,official_team,high,yes,washingtonspirit.com,https://washingtonspirit.com/roster/,washington_spirit,official_source_candidate_manual_verification_required,player_identity_manual_verification_required,,verify_official_page_before_photo_review,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=30,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=13,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=42,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=30,Heather Stainbrook; Tamara Paranaguá do Carmo may need an official profile or season-rollover page check; confirm the current official page before future intake.,Open the official source page and verify whether roster/profile URL patterns changed before adding future intake.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
88,3_profile_or_official_page_gap,p1_source_or_roster_row|profile_or_official_page_gap|operator_verify_required,P1,official_page_missing_or_season_rollover_verify,official_source_candidate,nwsl,nwsl,nwsl_all_teams,nwsl_all_teams; nwsl_all_players,,source_url_enrichment_needed; player_profile_candidate_gap,add_source_candidates; enrich_review_metadata_only,P1,official_league,high,yes,www.nwslsoccer.com,https://www.nwslsoccer.com/teams/index,nwsl_league_index,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,verify_official_page_before_photo_review,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=31,,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=43,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=31,team/source row may need an official profile or season-rollover page check; confirm the current official page before future intake.,Open the official source page and verify whether roster/profile URL patterns changed before adding future intake.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
89,4_gray_area_or_reputable_lead,gray_area_or_reputable_lead|operator_verify_required,P2_NON_OFFICIAL_LEAGUE_BACKUP,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,wsl_england,all_teams_backup,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,non_official_public_database,medium,yes,soccerdonna.de,https://www.soccerdonna.de/en/womens-super-league/startseite/wettbewerb_ENG1.html,all_teams_backup,official_source_proof_required_before_any_future_intake,team_or_roster_scope_not_player_specific,,park_gray_area_lead_no_photo_use,action_photo_parked_no_candidate_selected_until_official_identity_confirmed,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=14,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=28,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=14,team/source row is backed by gray-area or reputable public-source metadata; park it until official roster/profile confirmation exists.,Park as review-only lead until an official team/league page confirms current roster or player identity.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
90,4_gray_area_or_reputable_lead,gray_area_or_reputable_lead|operator_verify_required,P2_NON_OFFICIAL_LEAGUE_BACKUP,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,liga_f_spain,all_teams_backup,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,non_official_public_database,medium,yes,soccerdonna.de,https://www.soccerdonna.de/en/primera-division-femenina/startseite/wettbewerb_ESP1.html,all_teams_backup,official_source_proof_required_before_any_future_intake,team_or_roster_scope_not_player_specific,,park_gray_area_lead_no_photo_use,action_photo_parked_no_candidate_selected_until_official_identity_confirmed,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=15,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=29,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=15,team/source row is backed by gray-area or reputable public-source metadata; park it until official roster/profile confirmation exists.,Park as review-only lead until an official team/league page confirms current roster or player identity.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
91,4_gray_area_or_reputable_lead,gray_area_or_reputable_lead|operator_verify_required,P2_GRAY_AREA_LEAGUE_BACKUP,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,frauen_bundesliga_germany,all_teams_backup,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,P2_GRAY_AREA_LEAGUE_BACKUP,gray_area_public_source,low_medium,yes,globalsportsarchive.com,https://globalsportsarchive.com/en/soccer/competition/google-pixel-frauen-bundesliga-2025-2026/76011,all_teams_backup,official_source_proof_required_before_any_future_intake,team_or_roster_scope_not_player_specific,,park_gray_area_lead_no_photo_use,action_photo_parked_no_candidate_selected_until_official_identity_confirmed,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=16,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=30,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=16,team/source row is backed by gray-area or reputable public-source metadata; park it until official roster/profile confirmation exists.,Park as review-only lead until an official team/league page confirms current roster or player identity.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
92,4_gray_area_or_reputable_lead,gray_area_or_reputable_lead|operator_verify_required,P2_NON_OFFICIAL_LEAGUE_BACKUP,gray_area_reputable_media_lead,gray_area_public_lead,europe_top_flight,serie_a_women_italy,all_teams_backup,ALL_TEAMS_BACKUP,,official_source_map,source_metadata_review_only,P2_NON_OFFICIAL_LEAGUE_BACKUP,non_official_public_database,medium,yes,soccerdonna.de,https://www.soccerdonna.de/en/serie-a-women/startseite/wettbewerb_IT1.html,all_teams_backup,official_source_proof_required_before_any_future_intake,team_or_roster_scope_not_player_specific,,park_gray_area_lead_no_photo_use,action_photo_parked_no_candidate_selected_until_official_identity_confirmed,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=17,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=31,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=17,team/source row is backed by gray-area or reputable public-source metadata; park it until official roster/profile confirmation exists.,Park as review-only lead until an official team/league page confirms current roster or player identity.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
