research_next_rank,focus_rank,candidate_action_rank,scope_id,league_id,team_id,team_name,player_name,priority_label,focus_bucket,source_tier,source_domain,source_candidate_url,candidate_page_url_needed,evidence_url_needed,identity_anchor_url_needed,official_profile_url_needed,source_priority_row_ref,candidate_action_row_ref,operator_focus_row_ref,action_photo_starter_intake_file,research_return_intake_file,paste_fields_to_fill,candidate_ready_for_later_human_download_decision_review,manual_next_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
69,69,12,europe_top_flight,serie_a_women_italy,lazio_women,Lazio Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,sslazio.it,https://www.sslazio.it/it/team/lazio-prima-squadra-femminile/squadra,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=41,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=12,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=69,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
70,70,13,europe_top_flight,serie_a_women_italy,napoli_femminile,Napoli Femminile,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,napolifemminile.it,https://napolifemminile.it/rosa/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=42,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=13,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=70,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
71,71,14,europe_top_flight,serie_a_women_italy,parma_women,Parma Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,parmacalcio1913.com,https://www.parmacalcio1913.com/prima-squadra-femminile/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=43,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=14,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=71,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
72,72,15,europe_top_flight,arkema_premiere_ligue_france,as_saint_etienne_women,AS Saint-Etienne Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,asse.fr,https://www.asse.fr/fr/feminines/saison-2025-2026/arkema-premiere-ligue,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=44,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=15,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=72,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
73,73,16,europe_top_flight,arkema_premiere_ligue_france,dijon_fco_women,Dijon FCO Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,dfco.fr,https://www.dfco.fr/effectifs/division-1-feminine/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=45,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=16,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=73,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
74,74,17,europe_top_flight,arkema_premiere_ligue_france,fc_fleury_91_women,FC Fleury 91 Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,fcfleury91.fr,https://www.fcfleury91.fr/effectif-arkemapl,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=46,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=17,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=74,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
75,75,18,europe_top_flight,arkema_premiere_ligue_france,fc_nantes_women,FC Nantes Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,fcnantes.com,https://www.fcnantes.com/feminines/20252026/effectifD1F.php,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=47,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=18,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=75,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
76,76,19,europe_top_flight,arkema_premiere_ligue_france,le_havre_ac_women,Le Havre AC Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,hac.football,https://hac.football/fr/players?competition=FD1,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=48,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=19,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=76,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
77,77,20,europe_top_flight,arkema_premiere_ligue_france,mhsc_feminines,MHSC Feminines,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,mhscfoot.com,https://mhscfoot.com/en/effectif/2025-2026/d1-feminines/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=49,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=20,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=77,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
78,78,21,europe_top_flight,arkema_premiere_ligue_france,ol_lyonnes,OL Lyonnes,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,ol-lyonnes.com,https://www.ol-lyonnes.com/saison-25-26/effectif/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=50,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=21,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=78,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
79,79,22,europe_top_flight,arkema_premiere_ligue_france,olympique_marseille_women,Olympique Marseille Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,om.fr,https://www.om.fr/en/team/women,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=51,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=22,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=79,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
80,80,23,europe_top_flight,arkema_premiere_ligue_france,paris_fc_women,Paris FC Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,parisfc.fr,https://parisfc.fr/pro-femme/joueuses-staff/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=52,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=23,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=80,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
81,81,24,europe_top_flight,arkema_premiere_ligue_france,paris_saint_germain_women,Paris Saint-Germain Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,psg.fr,https://www.psg.fr/football-feminin/effectif,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=53,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=24,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=81,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
82,82,25,europe_top_flight,arkema_premiere_ligue_france,rc_lens_women,RC Lens Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,rclens.fr,https://www.rclens.fr/fr/feminines/joueuses,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=54,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=25,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=82,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
83,83,26,europe_top_flight,arkema_premiere_ligue_france,rc_strasbourg_alsace_women,RC Strasbourg Alsace Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,rcstrasbourgalsace.fr,https://www.rcstrasbourgalsace.fr/equipe-arkema-premiere-ligue-25-26/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=55,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=26,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=83,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
84,84,36,nwsl,nwsl,chicago_stars_fc,Chicago Stars FC,,P1,3_profile_or_official_page_gap,official_source_candidate,chicagostars.com,https://chicagostars.com/roster/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=22,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=36,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=84,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
85,85,40,nwsl,nwsl,seattle_reign,Seattle Reign,,P1,3_profile_or_official_page_gap,official_source_candidate,www.reignfc.com,https://www.reignfc.com/roster,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=28,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=40,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=85,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
86,86,41,nwsl,nwsl,utah_royals_fc,Utah Royals FC,,P1,3_profile_or_official_page_gap,official_source_candidate,www.rsl.com,https://www.rsl.com/utahroyals/roster/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=29,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=41,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=86,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
87,87,42,nwsl,nwsl,washington_spirit,Washington Spirit,Heather Stainbrook; Tamara Paranaguá do Carmo,P1,3_profile_or_official_page_gap,official_source_candidate,washingtonspirit.com,https://washingtonspirit.com/roster/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=30,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=42,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=87,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
88,88,43,nwsl,nwsl,nwsl_all_teams,nwsl_all_teams; nwsl_all_players,,P1,3_profile_or_official_page_gap,official_source_candidate,www.nwslsoccer.com,https://www.nwslsoccer.com/teams/index,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=31,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=43,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=88,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
